row_id,variant_id,base_model,source,model,dc_solution,rating,label,iteration,condition
mistral_subject-matter_49_20260629_181001,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,49,zeroshot
gemma3_generalist_49_20260629_181001,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,49,zeroshot
gemma3_normative_49_20260629_181001,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,49,zeroshot
gemma3_subject-matter_49_20260629_181001,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,49,zeroshot
phi4_generalist_00_20260629_183101,phi4_generalist,phi4,llm,generalist,Protection DC system design tool,3,Important,0,zeroshot
phi4_normative_00_20260629_183101,phi4_normative,phi4,llm,normative,Protection DC system design tool,4,Very important,0,zeroshot
phi4_subject-matter_00_20260629_183101,phi4_subject-matter,phi4,llm,subject-matter,Protection DC system design tool,4,Very important,0,zeroshot
llama_generalist_00_20260629_183101,llama_generalist,llama,llm,generalist,Protection DC system design tool,3,Important,0,zeroshot
llama_normative_00_20260629_183101,llama_normative,llama,llm,normative,Protection DC system design tool,4,Very important,0,zeroshot
llama_subject-matter_00_20260629_183101,llama_subject-matter,llama,llm,subject-matter,Protection DC system design tool,4,Very important,0,zeroshot
mistral_generalist_00_20260629_183101,mistral_generalist,mistral,llm,generalist,Protection DC system design tool,3,Important,0,zeroshot
mistral_normative_00_20260629_183101,mistral_normative,mistral,llm,normative,Protection DC system design tool,3,Important,0,zeroshot
mistral_subject-matter_00_20260629_183101,mistral_subject-matter,mistral,llm,subject-matter,Protection DC system design tool,3,Important,0,zeroshot
gemma3_generalist_00_20260629_183101,gemma3_generalist,gemma3,llm,generalist,Protection DC system design tool,3,Important,0,zeroshot
gemma3_normative_00_20260629_183101,gemma3_normative,gemma3,llm,normative,Protection DC system design tool,4,Very important,0,zeroshot
gemma3_subject-matter_00_20260629_183101,gemma3_subject-matter,gemma3,llm,subject-matter,Protection DC system design tool,3,Important,0,zeroshot
phi4_generalist_01_20260629_183349,phi4_generalist,phi4,llm,generalist,Protection DC system design tool,4,Very important,1,zeroshot
phi4_normative_01_20260629_183349,phi4_normative,phi4,llm,normative,Protection DC system design tool,4,Very important,1,zeroshot
phi4_subject-matter_01_20260629_183349,phi4_subject-matter,phi4,llm,subject-matter,Protection DC system design tool,4,Very important,1,zeroshot
llama_generalist_01_20260629_183349,llama_generalist,llama,llm,generalist,Protection DC system design tool,3,Important,1,zeroshot
llama_normative_01_20260629_183349,llama_normative,llama,llm,normative,Protection DC system design tool,3,Important,1,zeroshot
llama_subject-matter_01_20260629_183349,llama_subject-matter,llama,llm,subject-matter,Protection DC system design tool,4,Very important,1,zeroshot
mistral_generalist_01_20260629_183349,mistral_generalist,mistral,llm,generalist,Protection DC system design tool,3,Important,1,zeroshot
mistral_normative_01_20260629_183349,mistral_normative,mistral,llm,normative,Protection DC system design tool,3,Important,1,zeroshot
mistral_subject-matter_01_20260629_183349,mistral_subject-matter,mistral,llm,subject-matter,Protection DC system design tool,4,Very important,1,zeroshot
gemma3_generalist_01_20260629_183349,gemma3_generalist,gemma3,llm,generalist,Protection DC system design tool,3,Important,1,zeroshot
gemma3_normative_01_20260629_183349,gemma3_normative,gemma3,llm,normative,Protection DC system design tool,4,Very important,1,zeroshot
gemma3_subject-matter_01_20260629_183349,gemma3_subject-matter,gemma3,llm,subject-matter,Protection DC system design tool,4,Very important,1,zeroshot
phi4_generalist_02_20260629_183506,phi4_generalist,phi4,llm,generalist,Protection DC system design tool,3,Important,2,zeroshot
phi4_normative_02_20260629_183506,phi4_normative,phi4,llm,normative,Protection DC system design tool,4,Very important,2,zeroshot
phi4_subject-matter_02_20260629_183506,phi4_subject-matter,phi4,llm,subject-matter,Protection DC system design tool,4,Very important,2,zeroshot
llama_generalist_02_20260629_183506,llama_generalist,llama,llm,generalist,Protection DC system design tool,3,Important,2,zeroshot
llama_normative_02_20260629_183506,llama_normative,llama,llm,normative,Protection DC system design tool,3,Important,2,zeroshot
llama_subject-matter_02_20260629_183506,llama_subject-matter,llama,llm,subject-matter,Protection DC system design tool,3,Important,2,zeroshot
mistral_generalist_02_20260629_183506,mistral_generalist,mistral,llm,generalist,Protection DC system design tool,3,Important,2,zeroshot
mistral_normative_02_20260629_183506,mistral_normative,mistral,llm,normative,Protection DC system design tool,3,Important,2,zeroshot
mistral_subject-matter_02_20260629_183506,mistral_subject-matter,mistral,llm,subject-matter,Protection DC system design tool,4,Very important,2,zeroshot
gemma3_generalist_02_20260629_183506,gemma3_generalist,gemma3,llm,generalist,Protection DC system design tool,3,Important,2,zeroshot
gemma3_normative_02_20260629_183506,gemma3_normative,gemma3,llm,normative,Protection DC system design tool,4,Very important,2,zeroshot
gemma3_subject-matter_02_20260629_183506,gemma3_subject-matter,gemma3,llm,subject-matter,Protection DC system design tool,3,Important,2,zeroshot
phi4_generalist_03_20260629_183702,phi4_generalist,phi4,llm,generalist,Protection DC system design tool,4,Very important,3,zeroshot
phi4_normative_03_20260629_183702,phi4_normative,phi4,llm,normative,Protection DC system design tool,4,Very important,3,zeroshot
phi4_subject-matter_03_20260629_183702,phi4_subject-matter,phi4,llm,subject-matter,Protection DC system design tool,4,Very important,3,zeroshot
llama_generalist_03_20260629_183702,llama_generalist,llama,llm,generalist,Protection DC system design tool,3,Important,3,zeroshot
llama_normative_03_20260629_183702,llama_normative,llama,llm,normative,Protection DC system design tool,3,Important,3,zeroshot
llama_subject-matter_03_20260629_183702,llama_subject-matter,llama,llm,subject-matter,Protection DC system design tool,3,Important,3,zeroshot
mistral_generalist_03_20260629_183702,mistral_generalist,mistral,llm,generalist,Protection DC system design tool,3,Important,3,zeroshot
mistral_normative_03_20260629_183702,mistral_normative,mistral,llm,normative,Protection DC system design tool,3,Important,3,zeroshot
mistral_subject-matter_03_20260629_183702,mistral_subject-matter,mistral,llm,subject-matter,Protection DC system design tool,4,Very important,3,zeroshot
gemma3_generalist_03_20260629_183702,gemma3_generalist,gemma3,llm,generalist,Protection DC system design tool,3,Important,3,zeroshot
gemma3_normative_03_20260629_183702,gemma3_normative,gemma3,llm,normative,Protection DC system design tool,4,Very important,3,zeroshot
gemma3_subject-matter_03_20260629_183702,gemma3_subject-matter,gemma3,llm,subject-matter,Protection DC system design tool,4,Very important,3,zeroshot
phi4_generalist_04_20260629_183817,phi4_generalist,phi4,llm,generalist,Protection DC system design tool,4,Very important,4,zeroshot
phi4_normative_04_20260629_183817,phi4_normative,phi4,llm,normative,Protection DC system design tool,4,Very important,4,zeroshot
phi4_subject-matter_04_20260629_183817,phi4_subject-matter,phi4,llm,subject-matter,Protection DC system design tool,4,Very important,4,zeroshot
llama_generalist_04_20260629_183817,llama_generalist,llama,llm,generalist,Protection DC system design tool,3,Important,4,zeroshot
llama_normative_04_20260629_183817,llama_normative,llama,llm,normative,Protection DC system design tool,4,Very important,4,zeroshot
llama_subject-matter_04_20260629_183817,llama_subject-matter,llama,llm,subject-matter,Protection DC system design tool,3,Important,4,zeroshot
mistral_generalist_04_20260629_183817,mistral_generalist,mistral,llm,generalist,Protection DC system design tool,3,Important,4,zeroshot
mistral_normative_04_20260629_183817,mistral_normative,mistral,llm,normative,Protection DC system design tool,3,Important,4,zeroshot
mistral_subject-matter_04_20260629_183817,mistral_subject-matter,mistral,llm,subject-matter,Protection DC system design tool,4,Very important,4,zeroshot
gemma3_generalist_04_20260629_183817,gemma3_generalist,gemma3,llm,generalist,Protection DC system design tool,3,Important,4,zeroshot
gemma3_normative_04_20260629_183817,gemma3_normative,gemma3,llm,normative,Protection DC system design tool,3,Important,4,zeroshot
gemma3_subject-matter_04_20260629_183817,gemma3_subject-matter,gemma3,llm,subject-matter,Protection DC system design tool,3,Important,4,zeroshot
phi4_generalist_05_20260629_184002,phi4_generalist,phi4,llm,generalist,Protection DC system design tool,3,Important,5,zeroshot
phi4_normative_05_20260629_184002,phi4_normative,phi4,llm,normative,Protection DC system design tool,4,Very important,5,zeroshot
phi4_subject-matter_05_20260629_184002,phi4_subject-matter,phi4,llm,subject-matter,Protection DC system design tool,4,Very important,5,zeroshot
llama_generalist_05_20260629_184002,llama_generalist,llama,llm,generalist,Protection DC system design tool,3,Important,5,zeroshot
llama_normative_05_20260629_184002,llama_normative,llama,llm,normative,Protection DC system design tool,4,Very important,5,zeroshot
llama_subject-matter_05_20260629_184002,llama_subject-matter,llama,llm,subject-matter,Protection DC system design tool,4,Very important,5,zeroshot
mistral_generalist_05_20260629_184002,mistral_generalist,mistral,llm,generalist,Protection DC system design tool,4,Very important,5,zeroshot
mistral_normative_05_20260629_184002,mistral_normative,mistral,llm,normative,Protection DC system design tool,4,Very important,5,zeroshot
mistral_subject-matter_05_20260629_184002,mistral_subject-matter,mistral,llm,subject-matter,Protection DC system design tool,4,Very important,5,zeroshot
gemma3_generalist_05_20260629_184002,gemma3_generalist,gemma3,llm,generalist,Protection DC system design tool,3,Important,5,zeroshot
gemma3_normative_05_20260629_184002,gemma3_normative,gemma3,llm,normative,Protection DC system design tool,4,Very important,5,zeroshot
gemma3_subject-matter_05_20260629_184002,gemma3_subject-matter,gemma3,llm,subject-matter,Protection DC system design tool,3,Important,5,zeroshot
phi4_generalist_06_20260629_184118,phi4_generalist,phi4,llm,generalist,Protection DC system design tool,4,Very important,6,zeroshot
phi4_normative_06_20260629_184118,phi4_normative,phi4,llm,normative,Protection DC system design tool,4,Very important,6,zeroshot
phi4_subject-matter_06_20260629_184118,phi4_subject-matter,phi4,llm,subject-matter,Protection DC system design tool,4,Very important,6,zeroshot
llama_generalist_06_20260629_184118,llama_generalist,llama,llm,generalist,Protection DC system design tool,3,Important,6,zeroshot
llama_normative_06_20260629_184118,llama_normative,llama,llm,normative,Protection DC system design tool,4,Very important,6,zeroshot
llama_subject-matter_06_20260629_184118,llama_subject-matter,llama,llm,subject-matter,Protection DC system design tool,4,Very important,6,zeroshot
mistral_generalist_06_20260629_184118,mistral_generalist,mistral,llm,generalist,Protection DC system design tool,3,Important,6,zeroshot
mistral_normative_06_20260629_184118,mistral_normative,mistral,llm,normative,Protection DC system design tool,3,Important,6,zeroshot
mistral_subject-matter_06_20260629_184118,mistral_subject-matter,mistral,llm,subject-matter,Protection DC system design tool,4,Very important,6,zeroshot
gemma3_generalist_06_20260629_184118,gemma3_generalist,gemma3,llm,generalist,Protection DC system design tool,3,Important,6,zeroshot
gemma3_normative_06_20260629_184118,gemma3_normative,gemma3,llm,normative,Protection DC system design tool,4,Very important,6,zeroshot
gemma3_subject-matter_06_20260629_184118,gemma3_subject-matter,gemma3,llm,subject-matter,Protection DC system design tool,4,Very important,6,zeroshot
phi4_generalist_07_20260629_184234,phi4_generalist,phi4,llm,generalist,Protection DC system design tool,4,Very important,7,zeroshot
phi4_normative_07_20260629_184234,phi4_normative,phi4,llm,normative,Protection DC system design tool,4,Very important,7,zeroshot
phi4_subject-matter_07_20260629_184234,phi4_subject-matter,phi4,llm,subject-matter,Protection DC system design tool,4,Very important,7,zeroshot
llama_generalist_07_20260629_184234,llama_generalist,llama,llm,generalist,Protection DC system design tool,3,Important,7,zeroshot
llama_normative_07_20260629_184234,llama_normative,llama,llm,normative,Protection DC system design tool,3,Important,7,zeroshot
llama_subject-matter_07_20260629_184234,llama_subject-matter,llama,llm,subject-matter,Protection DC system design tool,3,Important,7,zeroshot
mistral_generalist_07_20260629_184234,mistral_generalist,mistral,llm,generalist,Protection DC system design tool,3,Important,7,zeroshot
mistral_normative_07_20260629_184234,mistral_normative,mistral,llm,normative,Protection DC system design tool,3,Important,7,zeroshot
mistral_subject-matter_07_20260629_184234,mistral_subject-matter,mistral,llm,subject-matter,Protection DC system design tool,4,Very important,7,zeroshot
gemma3_generalist_07_20260629_184234,gemma3_generalist,gemma3,llm,generalist,Protection DC system design tool,3,Important,7,zeroshot
gemma3_normative_07_20260629_184234,gemma3_normative,gemma3,llm,normative,Protection DC system design tool,4,Very important,7,zeroshot
gemma3_subject-matter_07_20260629_184234,gemma3_subject-matter,gemma3,llm,subject-matter,Protection DC system design tool,4,Very important,7,zeroshot
phi4_generalist_08_20260629_184425,phi4_generalist,phi4,llm,generalist,Protection DC system design tool,4,Very important,8,zeroshot
phi4_normative_08_20260629_184425,phi4_normative,phi4,llm,normative,Protection DC system design tool,4,Very important,8,zeroshot
phi4_subject-matter_08_20260629_184425,phi4_subject-matter,phi4,llm,subject-matter,Protection DC system design tool,4,Very important,8,zeroshot
llama_generalist_08_20260629_184425,llama_generalist,llama,llm,generalist,Protection DC system design tool,3,Important,8,zeroshot
llama_normative_08_20260629_184425,llama_normative,llama,llm,normative,Protection DC system design tool,3,Important,8,zeroshot
llama_subject-matter_08_20260629_184425,llama_subject-matter,llama,llm,subject-matter,Protection DC system design tool,4,Very important,8,zeroshot
mistral_generalist_08_20260629_184425,mistral_generalist,mistral,llm,generalist,Protection DC system design tool,3,Important,8,zeroshot
mistral_normative_08_20260629_184425,mistral_normative,mistral,llm,normative,Protection DC system design tool,4,Very important,8,zeroshot
mistral_subject-matter_08_20260629_184425,mistral_subject-matter,mistral,llm,subject-matter,Protection DC system design tool,4,Very important,8,zeroshot
gemma3_generalist_08_20260629_184425,gemma3_generalist,gemma3,llm,generalist,Protection DC system design tool,3,Important,8,zeroshot
gemma3_normative_08_20260629_184425,gemma3_normative,gemma3,llm,normative,Protection DC system design tool,4,Very important,8,zeroshot
gemma3_subject-matter_08_20260629_184425,gemma3_subject-matter,gemma3,llm,subject-matter,Protection DC system design tool,4,Very important,8,zeroshot
phi4_generalist_09_20260629_184541,phi4_generalist,phi4,llm,generalist,Protection DC system design tool,4,Very important,9,zeroshot
phi4_normative_09_20260629_184541,phi4_normative,phi4,llm,normative,Protection DC system design tool,4,Very important,9,zeroshot
phi4_subject-matter_09_20260629_184541,phi4_subject-matter,phi4,llm,subject-matter,Protection DC system design tool,4,Very important,9,zeroshot
llama_generalist_09_20260629_184541,llama_generalist,llama,llm,generalist,Protection DC system design tool,4,Very important,9,zeroshot
llama_normative_09_20260629_184541,llama_normative,llama,llm,normative,Protection DC system design tool,3,Important,9,zeroshot
