row_id,variant_id,base_model,model,barrier_id,official_label,condition,iteration
gemma3_generalist_01_b5,gemma3_generalist,gemma3,generalist,5,lack of pilot projects,zeroshot,1
gemma3_generalist_01_b6,gemma3_generalist,gemma3,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,1
gemma3_generalist_01_b8,gemma3_generalist,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,1
gemma3_generalist_01_b11,gemma3_generalist,gemma3,generalist,11,high costs of DC solutions,zeroshot,1
gemma3_normative_01_b1,gemma3_normative,gemma3,normative,1,"power losses, quality and safety issues",zeroshot,1
gemma3_normative_01_b4,gemma3_normative,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,1
gemma3_normative_01_b8,gemma3_normative,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,1
gemma3_normative_01_b9,gemma3_normative,gemma3,normative,9,lack of enough trained personnel in DC systems,zeroshot,1
gemma3_normative_01_b11,gemma3_normative,gemma3,normative,11,high costs of DC solutions,zeroshot,1
gemma3_subject-matter_01_b1,gemma3_subject-matter,gemma3,subject-matter,1,"power losses, quality and safety issues",zeroshot,1
gemma3_subject-matter_01_b5,gemma3_subject-matter,gemma3,subject-matter,5,lack of pilot projects,zeroshot,1
gemma3_subject-matter_01_b6,gemma3_subject-matter,gemma3,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,1
gemma3_subject-matter_01_b9,gemma3_subject-matter,gemma3,subject-matter,9,lack of enough trained personnel in DC systems,zeroshot,1
gemma3_subject-matter_01_b10,gemma3_subject-matter,gemma3,subject-matter,10,uncertain regulatory roadmap,zeroshot,1
llama_generalist_01_b3,llama_generalist,llama,generalist,3,lack of use-cases in which DC is advantageous,zeroshot,1
llama_generalist_01_b4,llama_generalist,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,1
llama_generalist_01_b7,llama_generalist,llama,generalist,7,incompatibility of DC systems components,zeroshot,1
llama_generalist_01_b8,llama_generalist,llama,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,1
llama_generalist_01_b9,llama_generalist,llama,generalist,9,lack of enough trained personnel in DC systems,zeroshot,1
llama_normative_01_b1,llama_normative,llama,normative,1,"power losses, quality and safety issues",zeroshot,1
llama_normative_01_b2,llama_normative,llama,normative,2,reduced reliability in DC devices,zeroshot,1
llama_normative_01_b3,llama_normative,llama,normative,3,lack of use-cases in which DC is advantageous,zeroshot,1
llama_normative_01_b4,llama_normative,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,1
llama_normative_01_b5,llama_normative,llama,normative,5,lack of pilot projects,zeroshot,1
llama_subject-matter_01_b1,llama_subject-matter,llama,subject-matter,1,"power losses, quality and safety issues",zeroshot,1
llama_subject-matter_01_b4,llama_subject-matter,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,1
llama_subject-matter_01_b3,llama_subject-matter,llama,subject-matter,3,lack of use-cases in which DC is advantageous,zeroshot,1
llama_subject-matter_01_b7,llama_subject-matter,llama,subject-matter,7,incompatibility of DC systems components,zeroshot,1
llama_subject-matter_01_b6,llama_subject-matter,llama,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,1
mistral_generalist_01_b1,mistral_generalist,mistral,generalist,1,"power losses, quality and safety issues",zeroshot,1
mistral_generalist_01_b2,mistral_generalist,mistral,generalist,2,reduced reliability in DC devices,zeroshot,1
mistral_generalist_01_b3,mistral_generalist,mistral,generalist,3,lack of use-cases in which DC is advantageous,zeroshot,1
mistral_generalist_01_b4,mistral_generalist,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,1
mistral_generalist_01_b5,mistral_generalist,mistral,generalist,5,lack of pilot projects,zeroshot,1
mistral_normative_01_b1,mistral_normative,mistral,normative,1,"power losses, quality and safety issues",zeroshot,1
mistral_normative_01_b2,mistral_normative,mistral,normative,2,reduced reliability in DC devices,zeroshot,1
mistral_normative_01_b4,mistral_normative,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,1
mistral_normative_01_b5,mistral_normative,mistral,normative,5,lack of pilot projects,zeroshot,1
mistral_normative_01_b11,mistral_normative,mistral,normative,11,high costs of DC solutions,zeroshot,1
mistral_subject-matter_01_b1,mistral_subject-matter,mistral,subject-matter,1,"power losses, quality and safety issues",zeroshot,1
mistral_subject-matter_01_b2,mistral_subject-matter,mistral,subject-matter,2,reduced reliability in DC devices,zeroshot,1
mistral_subject-matter_01_b4,mistral_subject-matter,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,1
mistral_subject-matter_01_b5,mistral_subject-matter,mistral,subject-matter,5,lack of pilot projects,zeroshot,1
mistral_subject-matter_01_b7,mistral_subject-matter,mistral,subject-matter,7,incompatibility of DC systems components,zeroshot,1
phi4_generalist_02_b1,phi4_generalist,phi4,generalist,1,"power losses, quality and safety issues",zeroshot,2
phi4_generalist_02_b3,phi4_generalist,phi4,generalist,3,lack of use-cases in which DC is advantageous,zeroshot,2
phi4_generalist_02_b4,phi4_generalist,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,2
phi4_generalist_02_b5,phi4_generalist,phi4,generalist,5,lack of pilot projects,zeroshot,2
phi4_generalist_02_b10,phi4_generalist,phi4,generalist,10,uncertain regulatory roadmap,zeroshot,2
phi4_normative_02_b1,phi4_normative,phi4,normative,1,"power losses, quality and safety issues",zeroshot,2
phi4_normative_02_b4,phi4_normative,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,2
phi4_normative_02_b6,phi4_normative,phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,2
phi4_normative_02_b8,phi4_normative,phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,2
phi4_normative_02_b10,phi4_normative,phi4,normative,10,uncertain regulatory roadmap,zeroshot,2
phi4_subject-matter_02_b1,phi4_subject-matter,phi4,subject-matter,1,"power losses, quality and safety issues",zeroshot,2
phi4_subject-matter_02_b4,phi4_subject-matter,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,2
phi4_subject-matter_02_b5,phi4_subject-matter,phi4,subject-matter,5,lack of pilot projects,zeroshot,2
phi4_subject-matter_02_b9,phi4_subject-matter,phi4,subject-matter,9,lack of enough trained personnel in DC systems,zeroshot,2
phi4_subject-matter_02_b10,phi4_subject-matter,phi4,subject-matter,10,uncertain regulatory roadmap,zeroshot,2
gemma3_generalist_02_b1,gemma3_generalist,gemma3,generalist,1,"power losses, quality and safety issues",zeroshot,2
gemma3_generalist_02_b5,gemma3_generalist,gemma3,generalist,5,lack of pilot projects,zeroshot,2
gemma3_generalist_02_b6,gemma3_generalist,gemma3,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,2
gemma3_generalist_02_b9,gemma3_generalist,gemma3,generalist,9,lack of enough trained personnel in DC systems,zeroshot,2
gemma3_generalist_02_b11,gemma3_generalist,gemma3,generalist,11,high costs of DC solutions,zeroshot,2
gemma3_normative_02_b1,gemma3_normative,gemma3,normative,1,"power losses, quality and safety issues",zeroshot,2
gemma3_normative_02_b4,gemma3_normative,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,2
gemma3_normative_02_b8,gemma3_normative,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,2
gemma3_normative_02_b9,gemma3_normative,gemma3,normative,9,lack of enough trained personnel in DC systems,zeroshot,2
gemma3_normative_02_b11,gemma3_normative,gemma3,normative,11,high costs of DC solutions,zeroshot,2
gemma3_subject-matter_02_b1,gemma3_subject-matter,gemma3,subject-matter,1,"power losses, quality and safety issues",zeroshot,2
gemma3_subject-matter_02_b4,gemma3_subject-matter,gemma3,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,2
gemma3_subject-matter_02_b8,gemma3_subject-matter,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,2
gemma3_subject-matter_02_b9,gemma3_subject-matter,gemma3,subject-matter,9,lack of enough trained personnel in DC systems,zeroshot,2
gemma3_subject-matter_02_b11,gemma3_subject-matter,gemma3,subject-matter,11,high costs of DC solutions,zeroshot,2
llama_generalist_02_b1,llama_generalist,llama,generalist,1,"power losses, quality and safety issues",zeroshot,2
llama_generalist_02_b3,llama_generalist,llama,generalist,3,lack of use-cases in which DC is advantageous,zeroshot,2
llama_generalist_02_b4,llama_generalist,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,2
llama_generalist_02_b5,llama_generalist,llama,generalist,5,lack of pilot projects,zeroshot,2
llama_generalist_02_b6,llama_generalist,llama,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,2
llama_normative_02_b1,llama_normative,llama,normative,1,"power losses, quality and safety issues",zeroshot,2
llama_normative_02_b4,llama_normative,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,2
llama_normative_02_b3,llama_normative,llama,normative,3,lack of use-cases in which DC is advantageous,zeroshot,2
llama_normative_02_b6,llama_normative,llama,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,2
llama_normative_02_b7,llama_normative,llama,normative,7,incompatibility of DC systems components,zeroshot,2
llama_subject-matter_02_b1,llama_subject-matter,llama,subject-matter,1,"power losses, quality and safety issues",zeroshot,2
llama_subject-matter_02_b4,llama_subject-matter,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,2
llama_subject-matter_02_b3,llama_subject-matter,llama,subject-matter,3,lack of use-cases in which DC is advantageous,zeroshot,2
llama_subject-matter_02_b6,llama_subject-matter,llama,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,2
llama_subject-matter_02_b7,llama_subject-matter,llama,subject-matter,7,incompatibility of DC systems components,zeroshot,2
mistral_generalist_02_b1,mistral_generalist,mistral,generalist,1,"power losses, quality and safety issues",zeroshot,2
mistral_generalist_02_b4,mistral_generalist,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,2
mistral_generalist_02_b5,mistral_generalist,mistral,generalist,5,lack of pilot projects,zeroshot,2
mistral_generalist_02_b7,mistral_generalist,mistral,generalist,7,incompatibility of DC systems components,zeroshot,2
mistral_generalist_02_b11,mistral_generalist,mistral,generalist,11,high costs of DC solutions,zeroshot,2
mistral_normative_02_b1,mistral_normative,mistral,normative,1,"power losses, quality and safety issues",zeroshot,2
mistral_normative_02_b4,mistral_normative,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,2
mistral_normative_02_b5,mistral_normative,mistral,normative,5,lack of pilot projects,zeroshot,2
mistral_normative_02_b8,mistral_normative,mistral,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,2
mistral_normative_02_b10,mistral_normative,mistral,normative,10,uncertain regulatory roadmap,zeroshot,2
mistral_subject-matter_02_b1,mistral_subject-matter,mistral,subject-matter,1,"power losses, quality and safety issues",zeroshot,2
mistral_subject-matter_02_b2,mistral_subject-matter,mistral,subject-matter,2,reduced reliability in DC devices,zeroshot,2
mistral_subject-matter_02_b4,mistral_subject-matter,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,2
